paper_id,title,authors,year,venue,source,doi,arxiv_id,paper_url,pdf_url,abstract,arxiv_comment,keywords,is_open_source,open_source_status,code_url,project_url,candidate_code_urls,open_source_evidence,application_scenario,technical_framework,task_type,modality,relevance_score,curation_status,notes,last_checked_at
arxiv:2607.21909v1,Claim Plane: Enforceable Change Intents and Dynamic Scope for Parallel Coding Agents,Maxim Nikolaev,2026,arXiv,arXiv,,2607.21909v1,http://arxiv.org/abs/2607.21909v1,https://arxiv.org/pdf/2607.21909v1,"Parallel coding agents can independently produce locally valid changes while still interfering at integration time, expanding beyond planned scope, or relying on premises invalidated by concurrent work. Existing responses emphasize communication, isolated workspaces, late merge-time repair, continuous supervision, or post-hoc runtime recovery. This paper presents Claim Plane, a model-agnostic coordination architecture that treats concurrent software change as a pre-write admission problem. Before implementation, each worker declares a versioned ChangeIntent containing an exact base commit, typed resources, dependencies, and operations marked as committed or contingent. A deterministic control plane atomically admits compatible intents, constrains same-file parallelism to declared regions, serializes unresolved overlap, tracks dependency invalidation, and fails closed on ambiguous authority. During execution, a contingent mutation does not reserve write ownership initially; the first attempted mutation triggers atomic scope promotion and re-admission against the current active set. Brokered execution binds capabilities to intent versions, leases, OS-level worktree locks, monotonic fencing tokens, and Git-tree provenance, while integration verifies immutable patches and evidence. A preliminary six-pair CooperBench mechanism check is reported only as feasibility evidence: static Claim Plane achieved 6/6 pair passes with full serialization, while dynamic scope retained parallel admission on half of the pairs, performed seven successful scope promotions, and failed closed on two undeclared mutations. The sample is intentionally too small for comparative claims. We argue that separating probabilistic planning from deterministic authority provides a foundation for a future learned semantic-dependency model and frontier-model escalation only on unresolved cases.","10 pages, 2 figures. Preprint",semantic communication; semantic communications,False,not_detected,,,,,未分类,未分类,,,0.0,inbox,,2026-07-27T05:39:28.868130+00:00
arxiv:2607.21784v1,MSSI: Middleware for Unified Semantic and Syntactic Interoperability in IoT,Sanku Kumar Roy; Sudip Misra; Narendra Singh Raghuwanshi,2026,arXiv,arXiv,,2607.21784v1,http://arxiv.org/abs/2607.21784v1,https://arxiv.org/pdf/2607.21784v1,"With the growing demand of Internet of Things (IoT), there is a need for seamless and reliable communication between heterogeneous IoT devices and the cyber-world to ensure autonomous control over any application process. More specifically, seamless communication requires interoperability between heterogeneous devices (actors) having different semantics and data formats (syntaxes), while making it more challenging. In this paper, we propose a middleware solution for unified semantic and syntactic interoperability in the publisher-subscriber framework of IoT network. The proposed framework automatically translates the subscribers (users) compatible syntax and semantics of the receiver message from the publishers (IoT devices). First, we propose a novel method of syntax translation of messages, to solve the syntactic disparities between users and devices, while providing the information in the user requested syntax. Thereafter, a multilayer perceptron (MLP)-based semantic interoperability framework is proposed to translate the device information to the user requested semantics. Additionally, a novel algorithm is proposed for extracting raw and discriminative features, which are to be fitted to the MLP model as inputs. To show the effectiveness of the proposed middleware, we evaluate different parameters, while considering various publicly used data formats and semantic annotations of attributes to ensure the versatility of the proposed middleware in the practical scenario. The overall classification accuracy using MLP is $95.78$\% for determining the standard meaning of each attribute of the incoming message from the publisher to address the semantic interoperability problem in IoT.",,semantic communication; semantic communications,False,not_detected,,,,,未分类,未分类,,,0.0,inbox,,2026-07-27T05:39:28.868274+00:00
arxiv:2607.21426v1,Semantic-Aware Task Clustering for Constructive and Cooperative Multi-Tasking,Ahmad Halimi Razlighi; Maximilian H. V. Tillmann; Edgar Beck; Bho Matthiesen; Armin Dekorsy,2026,arXiv,arXiv,,2607.21426v1,http://arxiv.org/abs/2607.21426v1,https://arxiv.org/pdf/2607.21426v1,"Cooperative multi-task semantic communication (CMT-SemCom) improves task execution performance by leveraging shared representations. However, as we demonstrated in [1], cooperative multi-tasking can be either constructive or destructive, depending on the semantic relationships among tasks. To ensure constructive cooperation, we propose a semantic-aware task clustering method for CMT-SemCom. We have formulated a sequential multi-stage optimization problem in which semantically aligned tasks are clustered once after a short initial training phase, and then end-to-end (E2E) joint training is conducted exclusively within the discovered groups. Specifically, the problem decomposes into two stages: (i) a semantic clustering problem leveraging hierarchical density-based spatial clustering, and (ii) an intra-cluster E2E CMT-SemCom learning problem. Simulation results demonstrate that the proposed framework effectively mitigates destructive cooperation and negative transfer, yielding accuracy gains compared to unclustered multi-tasking and individual training baselines.",This work has been submitted to the IEEE for possible publication,semantic communication; semantic communications; semantic-aware communication,False,not_detected,,,,,未分类,未分类,,,0.0,inbox,,2026-07-27T05:39:28.868366+00:00
arxiv:2607.21417v1,Towards Privacy-Preserving Federated Prompt Tuning under Data Heterogeneity: A Subspace-Decomposed Expert Approach,Yuhua Wang; Xiaodong Li; Yihao Guo; Yuxiang Jia; Qinnan Zhang; Yifan Sun; Hainan Zhang; Yongxin Tong; Zhiming Zheng,2026,arXiv,arXiv,,2607.21417v1,http://arxiv.org/abs/2607.21417v1,https://arxiv.org/pdf/2607.21417v1,"Federated prompt tuning (FPT) enables collaborative adaptation of vision--language models (VLMs) using lightweight prompts. Existing methods often address heterogeneity and privacy through a split-prompt design under local differential privacy (DP), combining a shared prompt for global transfer with private prompts for local adaptation. However, a single shared prompt may over-smooth diverse transferable knowledge, weakening the balance between personalization and generalization. Multi-expert prompts (MEPs) can better capture this diversity, but enlarge the communicated space, increasing DP noise and communication cost while making robust expert composition more difficult. We propose FedSEPT, a privacy-preserving Fed}erated Subspace-decomposed Expert Prompt Tuning. Specifically, we employ Subspace-decomposed Expert Modeling (SEM) to parameterize multiple prompt experts with shared low-rank factors, a fixed public basis, and private residuals, thereby confining communication and DP perturbation to a compact factor space while enabling direct server aggregation in a common coordinate system. We further design Instance-aware Expert Fusion (IEF), which adaptively combines semantically complementary experts via on-device routing and performs efficient logit-level fusion using cached expert-specific text features. Extensive experiments on 11 heterogeneous benchmarks show that, under the same privacy constraints, FedSEPT achieves a better trade-off between local adaptation and global generalization than strong baselines.",Accepted by ACM MM 2026,semantic communication; semantic communications; semantic-aware communication,False,not_detected,,,,,未分类,未分类,,,0.0,inbox,,2026-07-27T05:39:28.868484+00:00
arxiv:2607.21255v1,slang.gr as a Large-Scale Crowdsourced Resource for Non-Standard Greek,Panagiotis Papadakos; Katerina Papantoniou; Dimitris Plexousakis,2026,arXiv,arXiv,,2607.21255v1,http://arxiv.org/abs/2607.21255v1,https://arxiv.org/pdf/2607.21255v1,"Slang is a central component of everyday language, reflecting linguistic creativity, social identity, and cultural change, yet its dy- namic and non-standard nature makes it difficult to model computationally. We present the first large-scale computational study of slang.gr, a crowdsourced lexicon of Greek non-standard language, combining lexical content, user-generated tags, and interaction data. To enable the systematic analysis, we map noisy folksonomic tags to a structured multi-layer taxonomy capturing both semantic categories and sociolinguistic metadata. Using this representation, we analyze the linguistic structure of Greek slang and the behavior of its contributor community. We find that slang is strongly centered on person-related and evaluative language, exhibits high morphological creativity, and is shaped by highly skewed participation with short user lifespans and overlapping communities. Building on these signals, we introduce a community-based confidence score for definitions that integrates user roles, interaction patterns, and moderation signals. Our results show that taxonomy-based representations improve interpretability while retaining meaningful aspects of behavioral structure, enabling a more structured and interpretable analysis of confidence signals. Overall, this work establishes slang.gr as a computational resource for non-standard Greek and provides a foundation for sociolinguistic NLP, bias analysis, and the study of informal language in LLMs.",Preprint of a paper accepted for publication in the Proceedings of the 14th EETN Conference on Artificial Intelligence (SETN 2026),semantic communication; semantic communications,False,not_detected,,,,,未分类,未分类,,,0.0,inbox,,2026-07-27T05:39:28.868590+00:00
arxiv:2607.21084v1,Improving Communication of Changes in Model-Based Engineering with Model-Independent Change Descriptions,Philip Ochs; Lars Gesmann; Tobias Pett; Ina Schaefer,2026,arXiv,arXiv,,2607.21084v1,http://arxiv.org/abs/2607.21084v1,https://arxiv.org/pdf/2607.21084v1,"In model-based engineering, inter-disciplinary teams collaborate through models, which change over time for purposes of system development, what makes the proper description of such changes crucial for engineers. However, any change made by the engineer of one discipline will be difficult to understand by the engineers of other disciplines. To overcome this limitation, model-independent change descriptions can be derived instead, which preserve semantics of the changes and do not require model-specific knowledge. The two opposing approaches here are to describe changes using either informal language or formal notions of change. While informal language lacks objectivity and standardisation, formal notions of change lack human interpretability, and thus offering no support for inter-disciplinary communication. In this paper, we propose functions to map formally specified changes, represented in the approach of delta modelling, to change descriptions in model-independent language. In an exhaustive mixed-methods evaluation, we bridge the gap between the theoretical and the practical representation of changes. We quantitatively assess technical feasibility, with an implementation framework, and technical applicability, along a case study; and we qualitatively assess plausibility, practical applicability, and extensibility, in a user study. Our work shows a promising starting point for automated, model-independent description of changes in model-based engineering projects.",,semantic communication; semantic communications,False,not_detected,,,,,未分类,未分类,,,0.0,inbox,,2026-07-27T05:39:28.868695+00:00
arxiv:2607.20937v1,Clustered Edge Intelligence: Beyond Just Convergence of Edge Computing and AI,Chinmaya Kumar Dehury; Boris Sedlak; Alaa Saleh; Ilir Murturi; Lauri Loven; Satish Narayana Srirama; Praveen Kumar Donta,2026,arXiv,arXiv,,2607.20937v1,http://arxiv.org/abs/2607.20937v1,https://arxiv.org/pdf/2607.20937v1,"We are moving from an information age to the age of intelligence. A decade, or possibly less than that, data will not be the gold anymore rather the derived intelligence out of the data and the information we posses from the edge of the network. Existing Edge Intelligence research focuses mainly on two directions: using AI for edge resource management and deploying lightweight AI models on edge devices. However, existing edge computing research lacks an intelligence-centric framework in which derived intelligence is treated as a first-class, independently manageable entity that can be described, discovered, observed, shared, reused, and dynamically clustered across heterogeneous edge devices and applications. To address these research gaps, we introduced Clustered Edge Intelligence, a visionary intelligence-centric approach. The aim of CEI is to make intelligence a shareable and reusable first-class entity that can be independently represented, discovered, observed, exchanged, and managed across the distributed edge-cloud continuum. We present a three layer CEI architecture and examine enabling technologies and research dimensions, including intelligence inventories, semantic knowledge representation, communication, discoverability, observability, lifecycle automation, clustering mechanisms, marketplaces, interoperability, and standardization.","This is not survey or position paper. 28 Pages, 10 figures, 4 Tables, 108 references, Under review, submitted to Information Fusion",semantic communication; semantic communications,False,not_detected,,,,,未分类,未分类,,,0.0,inbox,,2026-07-27T05:39:28.868831+00:00
arxiv:2607.20639v1,STORM: RDMA-based Monte Carlo Transport Scheme for Distributed-Memory Particle Simulations,Maor Mizrachi; Barak Raveh; Elad Steinberg,2026,arXiv,arXiv,,2607.20639v1,http://arxiv.org/abs/2607.20639v1,https://arxiv.org/pdf/2607.20639v1,"Monte Carlo particle transport enables high-fidelity astrophysical radiation and neutrino simulations - from core-collapse supernovae and neutron-star mergers to accretion flows - by handling multidimensional geometries, frequency dependence, and moving media without angular discretization. However, inter-rank communication limits scalability on unstructured meshes: standard two-sided MPI requires receivers to post receives and poll completions, creating per-iteration progress overhead that grows with the number of communication partners. Such problems have not demonstrated high scaling efficiency at $O(10^4)$ cores. We present STORM (Scalable Transport via One-sided Remote Memory), an open-source library for Monte Carlo transport on general meshes, physics, and boundary conditions. STORM provides a lock-free, mesh-independent communication layer that replaces MPI's matched-send/receive semantics with Remote Direct Memory Access (RDMA) - one-sided operations that write directly into a remote rank's memory without involving its CPU. Each rank pair shares a single-producer, single-consumer ring buffer; RDMA writes transfer particles while receivers remain passive. A two-sided MPI backend provides a portable fallback. In an adversarial uniform-emission benchmark, the RDMA backend sustains $>97\%$ weak-scaling and $>88\%$ strong-scaling efficiency up to 13,440~cores (112~cores per network adapter), with $1.14$-$1.27\times$ speedups over the two-sided alternative. In a Hohlraum IMC benchmark at 4480 ranks, it is $1.41\times$ faster because MPI progress overhead is reduced by $6.1\times$. By decoupling communication from physics models and mesh representations, STORM removes a barrier to scaling Monte Carlo transport in astrophysical multiphysics codes, enabling coupled radiation-hydrodynamics with energy- and angle-resolved photon or neutrino transport on dynamically evolving meshes at scale.",Has been submitted to ApJS. Comments are welcome: maormiz@cs.huji.ac.il,semantic communication; semantic communications,False,not_detected,,,,,未分类,未分类,,,0.0,inbox,,2026-07-27T05:39:28.868966+00:00
arxiv:2607.20391v1,Qoreo: Choreographic Programming for Quantum Distributed Systems,Jennifer Paykin; Steven Baldasty; Joseph P. Near; Christian Skalka,2026,arXiv,arXiv,,2607.20391v1,http://arxiv.org/abs/2607.20391v1,https://arxiv.org/pdf/2607.20391v1,"Programming distributed quantum systems requires multiple actors to coordinate precise sequences of quantum operations, classical communication, and entanglement generation. Writing such protocols directly as distributed processes is tedious and error-prone, and subtle mismatches can cause deadlock or silently incorrect quantum states. We present Qoreo, a choreographic programming language for quantum distributed systems in which an entire protocol is expressed as single, global program (a choreography) rather than as a collection of independent actor processes. Qoreo includes a local quantum language with linear types that enforce the no-cloning principle; a choreographic language that combines local quantum computation with inter-actor classical and quantum communication; and a process language for individual network nodes. We prove type safety for choreographies, guaranteeing that well-typed programs implement well-defined quantum operations, and we define endpoint projection~(EPP), which automatically derives a network of independent processes from any choreography. We prove EPP sound and complete with respect to the choreographic semantics; as a corollary, every well-typed choreography projects to a deadlock-free process network. The metatheory of Qoreo is fully mechanized in Rocq, and we provide an extraction pipeline to NetQASM for simulation and deployment on quantum network hardware.",,semantic communication; semantic communications,False,not_detected,,,,,未分类,未分类,,,0.0,inbox,,2026-07-27T05:39:28.869062+00:00
arxiv:2607.20190v1,Multiparty Session Types for GDPR Purpose Compliance,Evangelia Vanezi; Dimitrios Kouzapas; Anna Philippou,2026,arXiv,arXiv,10.4204/EPTCS.449.16,2607.20190v1,http://arxiv.org/abs/2607.20190v1,https://arxiv.org/pdf/2607.20190v1,"The General Data Protection Regulation (GDPR) establishes purpose limitation as a fundamental constraint on personal data processing: personal data must be collected, stored, and processed strictly in accordance with explicitly specified purposes. Therefore, systems are required not only to declare the purposes under which personal data are processed, but also to ensure that their runtime behaviour remains aligned with the declared purposes. Yet, in mainstream software engineering practice, purposes are often treated as informal declarations, largely disconnected from system behaviour and, therefore, not amenable to rigorous reasoning about purpose compliance. This gap becomes particularly problematic in distributed systems, where personal data may flow across multiple entities and evolve through complex communication patterns. To address this challenge, recent works propose a more elaborate treatment of purposes based on structured, action-oriented representations of the data-processing interactions involved in their fulfilment. Building on these insights, we introduce a formal, purpose-aware framework grounded in multiparty session types in which purposes are modelled as structured interaction protocols among system entities. Within our framework, system implementations are specified using a process calculus that captures the semantics of distributed interactions and features private data as a first-class entity. Furthermore, we define a type system that verifies compliance between declared purposes and system models, and we establish subject reduction and purpose fidelity results, thereby ensuring that well-typed systems do not deviate from their specified purposes during execution. We demonstrate our approach through a case study involving a healthcare system. Ultimately, our objective is to evolve this formal framework into a software-engineering-oriented approach that unifies purpose modelling and compliance verification within a lifecycle-driven methodology, thus enabling a practically applicable privacy-by-design process.","In Proceedings LSFA 2026, arXiv:2607.15904",semantic communication; semantic communications; semantic-aware communication,False,not_detected,,,,,未分类,未分类,,,0.0,inbox,,2026-07-27T05:39:28.869184+00:00
